address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
2647 Bethel Crest Dr,Bethel Park,PA,15102,256000,2128.0,4.0,3.0,8,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2647-Bethel-Crest-Dr-Bethel-Park-PA-15102/11509025_zpid/
246 Santa Fe Dr,Bethel Park,PA,15102,NA,1828.0,4.0,2.0,20,Auction,http://www.zillow.com/homes/for_sale//homedetails/246-Santa-Fe-Dr-Bethel-Park-PA-15102/11430897_zpid/
Santa Fe Dr,Bethel Park,PA,15102,NA,1828.0,4.0,2.5,71,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/Santa-Fe-Dr-Bethel-Park-PA-15102/128623593_zpid/
3309 Bethel Church Rd,Bethel Park,PA,15102,115900,1911.0,4.0,3.0,13,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3309-Bethel-Church-Rd-Bethel-Park-PA-15102/11509936_zpid/
Horseshoe Dr,Bethel Park,PA,15102,NA,1160.0,3.0,1.5,347,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/Horseshoe-Dr-Bethel-Park-PA-15102/126082231_zpid/
Buckskin Trl,Bethel Park,PA,15102,NA,1364.0,2.0,1.5,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128926786_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5664 Florida Ave,Bethel Park,PA,15102,175000,NA,3.0,2.0,18,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5664-Florida-Ave-Bethel-Park-PA-15102/11547599_zpid/
328 Marshall Rd,Bethel Park,PA,15102,389000,2077.0,3.0,4.0,28,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/328-Marshall-Rd-Bethel-Park-PA-15102/11508931_zpid/
5857 Kings School Rd,Bethel Park,PA,15102,184500,NA,3.0,1.0,10,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5857-Kings-School-Rd-Bethel-Park-PA-15102/11579029_zpid/
626 Arkwood Dr,Bethel Park,PA,15102,99000,900.0,2.0,1.5,40,Auction,http://www.zillow.com/homes/for_sale//homedetails/626-Arkwood-Dr-Bethel-Park-PA-15102/11581225_zpid/
Arkwood Dr,Bethel Park,PA,15102,NA,900.0,2.0,1.5,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128926777_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5622 Glen Hill Dr,Bethel Park,PA,15102,295900,2168.0,4.0,3.0,14,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5622-Glen-Hill-Dr-Bethel-Park-PA-15102/11579927_zpid/
1400 Timberidge Dr,Bethel Park,PA,15102,126900,NA,2.0,2.0,29,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1400-Timberidge-Dr-Bethel-Park-PA-15102/11638300_zpid/
5851 Horseshoe Dr,Bethel Park,PA,15102,274900,1504.0,4.0,3.0,12,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5851-Horseshoe-Dr-Bethel-Park-PA-15102/11579059_zpid/
2758 W Munroe St,Bethel Park,PA,15102,189900,NA,4.0,2.0,16,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2758-W-Munroe-St-Bethel-Park-PA-15102/11547380_zpid/
5911 Barnes Ave,Bethel Park,PA,15102,199900,1554.0,3.0,3.0,26,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5911-Barnes-Ave-Bethel-Park-PA-15102/11607029_zpid/
488 Lorlita Ln,Bethel Park,PA,15102,279900,NA,4.0,3.0,18,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/488-Lorlita-Ln-Bethel-Park-PA-15102/11609136_zpid/
6490 Braun Rd,BETHEL PARK,PA,15102,347500,2118.0,3.0,3.0,27,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/6490-Braun-Rd-Bethel-Park-PA-15102/62983211_zpid/
1018 Christine Pl,Bethel Park,PA,15102,254900,NA,4.0,3.0,15,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1018-Christine-Pl-Bethel-Park-PA-15102/11579470_zpid/
1067 Sarah St,Bethel Park,PA,15102,234900,NA,3.0,3.0,22,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1067-Sarah-St-Bethel-Park-PA-15102/11548298_zpid/
5379 Willow St,Bethel Park,PA,15102,125000,2232.0,3.0,1.0,19,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5379-Willow-St-Bethel-Park-PA-15102/11547763_zpid/
1004 Lenox Dr,Bethel Park,PA,15102,140000,1197.0,2.0,2.0,13,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/1004-Lenox-Dr-Bethel-Park-PA-15102/59837351_zpid/
1227 Logan Rd,Bethel Park,PA,15102,145900,NA,3.0,1.5,29,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1227-Logan-Rd-Bethel-Park-PA-15102/11579539_zpid/
923 Tanglewood Dr,Bethel Park,PA,15102,174900,NA,3.0,3.0,23,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/923-Tanglewood-Dr-Bethel-Park-PA-15102/67344925_zpid/
304 Berrington Ct,Bethel Park,PA,15102,154900,NA,2.0,2.0,15,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/304-Berrington-Ct-Bethel-Park-PA-15102/67416501_zpid/
5865 Irishtown Rd,Bethel Park,PA,15102,265000,2016.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5865-Irishtown-Rd-Bethel-Park-PA-15102/11580473_zpid/
5887 Irishtown Rd,Bethel Park,PA,15102,212000,NA,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5887-Irishtown-Rd-Bethel-Park-PA-15102/11580707_zpid/
1000 Grandview Farms Dr,Bethel Park,PA,15102,550000,2992.0,4.0,3.5,12,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1000-Grandview-Farms-Dr-Bethel-Park-PA-15102/54623799_zpid/
2349 Casswell Dr,Bethel Park,PA,15102,275500,1911.0,4.0,2.0,21,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/2349-Casswell-Dr-Bethel-Park-PA-15102/11431836_zpid/
1050 Sarvis Dr,Bethel Park,PA,15102,395000,NA,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1050-Sarvis-Dr-Bethel-Park-PA-15102/11578865_zpid/
6183 Boxer Dr,Bethel Park,PA,15102,349900,2416.0,4.0,3.0,18,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6183-Boxer-Dr-Bethel-Park-PA-15102/11608301_zpid/
2105 Hillcrest St,Bethel Park,PA,15102,109900,NA,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2105-Hillcrest-St-Bethel-Park-PA-15102/11431030_zpid/
570 Mcmurray Rd,Bethel Park,PA,15102,67750,NA,0,NA,885,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/570-Mcmurray-Rd-Bethel-Park-PA-15102/2104324219_zpid/
2413 Longcrest Ave,Bethel Park,PA,15102,94900,NA,3.0,2.0,40,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2413-Longcrest-Ave-Bethel-Park-PA-15102/11432388_zpid/
Longcrest Ave,Bethel Park,PA,15102,153000,1504.0,3.0,2.0,563,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116748029_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5815 Keystone Dr,Bethel Park,PA,15102,127900,NA,3.0,1.0,67,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5815-Keystone-Dr-Bethel-Park-PA-15102/11579521_zpid/
120 Pickwick Dr,Bethel Park,PA,15102,115000,NA,3.0,2.0,47,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/120-Pickwick-Dr-Bethel-Park-PA-15102/11471488_zpid/
6426 Churchill Rd,Bethel Park,PA,15102,69900,NA,2.0,1.0,220,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6426-Churchill-Rd-Bethel-Park-PA-15102/11639175_zpid/
4481-4483 3rd St,Bethel Park,PA,15102,41900,NA,0,NA,243,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/4481-4483-3rd-St-Bethel-Park-PA-15102/2097364550_zpid/
336 Chessbriar Dr,Bethel Park,PA,15102,179900,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/336-Chessbriar-Dr-Bethel-Park-PA-15102/11548681_zpid/
5464 Florida Ave,Bethel Park,PA,15102,178900,1120.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5464-Florida-Ave-Bethel-Park-PA-15102/11547388_zpid/
3136 S Park Rd,Bethel Park,PA,15102,72188,693.0,4.0,2.0,84,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/3136-S-Park-Rd-Bethel-Park-PA-15102/11509493_zpid/
S Park Rd,Bethel Park,PA,15102,NA,693.0,3.0,2.0,501,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/S-Park-Rd-Bethel-Park-PA-15102/124885216_zpid/
2509 Bethel Church Rd,Bethel Park,PA,15102,207000,1938.0,4.0,2.5,2862,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/2509-Bethel-Church-Rd-Bethel-Park-PA-15102/11471779_zpid/
Limestone Dr,Bethel Park,PA,15102,231000,1944.0,4.0,2.5,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116750385_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1141 Clifton Rd,Bethel Park,PA,15102,105000,1190.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1141-Clifton-Rd-Bethel-Park-PA-15102/11638896_zpid/
Surrey Woods Rd,Bethel Park,PA,15102,NA,1947.0,4.0,2.5,101,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128623610_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Forest Rd,Bethel Park,PA,15102,209000,1846.0,4.0,2.5,345,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126082217_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Glen Ora Dr,Bethel Park,PA,15102,146000,2044.0,4.0,2.5,319,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126330035_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Logan Rd,Bethel Park,PA,15102,246000,2223.0,5.0,3.0,291,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123193314_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Mcpherson Ave,Bethel Park,PA,15102,NA,1382.0,3.0,2.5,74,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128805616_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Pinto Ct,Bethel Park,PA,15102,381000,2704.0,4.0,2.5,190,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/117470869_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Lorene Dr,Bethel Park,PA,15102,151000,2090.0,5.0,2.5,291,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126704936_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3rd St,Bethel Park,PA,15102,155000,1792.0,3.0,2.5,381,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125841066_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Ramsgate Dr,Bethel Park,PA,15102,220000,1904.0,4.0,2.5,469,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125407274_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Berrington Ct,Bethel Park,PA,15102,NA,1280.0,2.0,2.5,319,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126330046_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2300 Wells Dr,Bethel Park,PA,15102,145000,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2300-Wells-Dr-Bethel-Park-PA-15102/11430893_zpid/
1702 Parsonage Ln,Bethel Park,PA,15102,148000,1518.0,2.0,1.0,830,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1702-Parsonage-Ln-Bethel-Park-PA-15102/11639035_zpid/
5124 Park Ave,Bethel Park,PA,15102,167000,1608.0,4.0,2.0,714,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/5124-Park-Ave-Bethel-Park-PA-15102/11508597_zpid/
Summit St,Bethel Park,PA,15102,213000,2541.0,2.0,2.5,593,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124468006_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Old Ox Rd,Bethel Park,PA,15102,NA,1009.0,3.0,2.0,164,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127211501_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5733 Willow Terrace Dr,Bethel Park,PA,15102,171000,1900.0,5.0,1.5,95,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/5733-Willow-Terrace-Dr-Bethel-Park-PA-15102/11578827_zpid/
Irishtown Rd,Bethel Park,PA,15102,NA,1288.0,3.0,1.5,46,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128863890_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Mcmurray Rd,Bethel Park,PA,15102,NA,1864.0,2.0,1.5,101,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128623635_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2740 W Munroe St,Bethel Park,PA,15102,159900,NA,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2740-W-Munroe-St-Bethel-Park-PA-15102/11547383_zpid/
103 Stuart St,Bethel Park,PA,15102,149900,1670.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/103-Stuart-St-Bethel-Park-PA-15102/11431205_zpid/
2405 S Park Rd,Bethel Park,PA,15102,1200000,8000.0,0,NA,991,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2405-S-Park-Rd-Bethel-Park-PA-15102/2105679864_zpid/
Mcpherson Ave,Bethel Park,PA,15102,164000,1315.0,3.0,2.5,382,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125840672_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5818 Keystone Dr,Bethel Park,PA,15102,98000,NA,3.0,NA,125,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/5818-Keystone-Dr-Bethel-Park-PA-15102/11579532_zpid/
Railroad St,Bethel Park,PA,15102,NA,1792.0,4.0,2.0,46,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128863808_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Woodlet Ln,Bethel Park,PA,15102,175000,1625.0,3.0,1.5,692,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123730541_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5450 Glen Hill Dr,Bethel Park,PA,15102,289900,2091.0,4.0,3.0,50,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5450-Glen-Hill-Dr-Bethel-Park-PA-15102/11607682_zpid/
125 Cambridge Rd,Bethel Park,PA,15102,161000,1365.0,3.0,2.0,125,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/125-Cambridge-Rd-Bethel-Park-PA-15102/11471688_zpid/
2118 Edward St,Bethel Park,PA,15102,159900,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2118-Edward-St-Bethel-Park-PA-15102/11471602_zpid/
102 Stuart St,Bethel Park,PA,15102,198000,2361.0,3.0,1.5,84,Auction,http://www.zillow.com/homes/for_sale//homedetails/102-Stuart-St-Bethel-Park-PA-15102/11431230_zpid/
Stuart St,Bethel Park,PA,15102,NA,2361.0,3.0,1.5,130,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128579093_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Library Rd,Bethel Park,PA,15102,186000,2477.0,3.0,1.5,291,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126704914_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6332 Churchill Rd,Bethel Park,PA,15102,160000,1106.0,3.0,1.5,76,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/6332-Churchill-Rd-Bethel-Park-PA-15102/11638673_zpid/
Longcrest Ave,Bethel Park,PA,15102,658000,870.0,2.0,1.0,15,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126329983_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Marbury Rd,Bethel Park,PA,15102,168000,1683.0,2.0,1.0,616,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124163132_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1221 Logan Rd,Bethel Park,PA,15102,149000,1224.0,3.0,2.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1221-Logan-Rd-Bethel-Park-PA-15102/11579779_zpid/
Bethel Church Rd,Bethel Park,PA,15102,161000,1433.0,3.0,2.0,130,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/122134674_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5810 Wallace Ave,Bethel Park,PA,15102,319500,2543.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5810-Wallace-Ave-Bethel-Park-PA-15102/11579086_zpid/
5685 Willow Terrace Dr,Bethel Park,PA,15102,148500,NA,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5685-Willow-Terrace-Dr-Bethel-Park-PA-15102/11578709_zpid/
Wells Dr,Bethel Park,PA,15102,147000,1107.0,3.0,2.0,526,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/122148566_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Milford Dr,Bethel Park,PA,15102,NA,1075.0,3.0,2.0,256,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126882688_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5547 Saddlebrook Dr,Bethel Park,PA,15102,396000,NA,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5547-Saddlebrook-Dr-Bethel-Park-PA-15102/2094882251_zpid/
3106 S Park Rd,Bethel Park,PA,15102,97000,714.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3106-S-Park-Rd-Bethel-Park-PA-15102/11509498_zpid/
Fruitwood Dr,Bethel Park,PA,15102,746000,1418.0,3.0,1.5,291,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126704937_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Greenhaven Dr,Bethel Park,PA,15102,NA,1567.0,3.0,1.5,256,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126882649_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Clifton Rd,Bethel Park,PA,15102,NA,1482.0,2.0,1.0,319,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126330042_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5481 Main St,Bethel Park,PA,15102,134900,937.0,2.0,2.0,169,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5481-Main-St-Bethel-Park-PA-15102/11548085_zpid/
55 Highland Rd APT 508,Bethel Park,PA,15102,110000,NA,1.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-Highland-Rd-APT-508-Bethel-Park-PA-15102/11432038_zpid/
Dalmation Dr,Bethel Park,PA,15102,NA,1204.0,3.0,1.5,291,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126704945_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Wilson Dr,Bethel Park,PA,15102,151000,1230.0,3.0,1.5,567,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124401467_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1711 Timberidge Dr,Bethel Park,PA,15102,159900,NA,3.0,3.0,83,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1711-Timberidge-Dr-Bethel-Park-PA-15102/11638319_zpid/
Hillcrest St,Bethel Park,PA,15102,112000,950.0,2.0,1.5,165,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/122337566_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5541 California Ave,Bethel Park,PA,15102,169900,NA,3.0,2.0,94,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5541-California-Ave-Bethel-Park-PA-15102/11548145_zpid/
917 Tanglewood Dr,Bethel Park,PA,15102,169900,NA,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/917-Tanglewood-Dr-Bethel-Park-PA-15102/67344927_zpid/
Orchard Ave,Bethel Park,PA,15102,NA,875.0,2.0,1.0,291,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126704902_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Library Rd,Bethel Park,PA,15102,NA,876.0,2.0,1.5,291,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126704915_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5563 Glen Hill Dr,Bethel Park,PA,15102,250000,1920.0,4.0,3.0,54,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5563-Glen-Hill-Dr-Bethel-Park-PA-15102/11579873_zpid/
5542 Saddlebrook Dr,Bethel Park,PA,15102,389000,2711.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5542-Saddlebrook-Dr-Bethel-Park-PA-15102/52590441_zpid/
803 Berrington Ct,Bethel Park,PA,15102,148500,NA,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Berrington-Ct-Bethel-Park-PA-15102/62983207_zpid/
Boyer Ave,Bethel Park,PA,15102,132000,1140.0,3.0,1.0,567,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124401477_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Willow Terrace Dr,Bethel Park,PA,15102,139000,1170.0,2.0,1.0,563,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124468275_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
282 Palomino Dr,Bethel Park,PA,15102,422500,NA,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/282-Palomino-Dr-Bethel-Park-PA-15102/2095953946_zpid/
516 Diablo Dr,Bethel Park,PA,15102,198500,NA,4.0,3.0,57,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/516-Diablo-Dr-Bethel-Park-PA-15102/11609267_zpid/
3514 Forest Rd,Bethel Park,PA,15102,209900,NA,3.0,2.0,40,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3514-Forest-Rd-Bethel-Park-PA-15102/11549051_zpid/
