address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
450 Highland Ave # ID882,Pittsburgh,PA,15229,379990,2380.0,3.0,3.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2095877677_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
18 Glenmore Ave,Pittsburgh,PA,15229,14900,1838.0,3.0,1.0,47,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/18-Glenmore-Ave-Pittsburgh-PA-15229/11408173_zpid/
830 Harden Dr,Pittsburgh,PA,15229,12400,8712.0,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/830-Harden-Dr-Pittsburgh-PA-15229/2095900782_zpid/
50 Amherst Ave,Pittsburgh,PA,15229,39900,1200.0,3.0,1.0,NA,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/50-Amherst-Ave-Pittsburgh-PA-15229/11405757_zpid/
236 Frankfort Ave,Pittsburgh,PA,15229,169900,1392.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/236-Frankfort-Ave-Pittsburgh-PA-15229/11408608_zpid/
121 Gass Rd,Pittsburgh,PA,15229,218000,2545.0,4.0,2.0,4507,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/121-Gass-Rd-Pittsburgh-PA-15229/11440769_zpid/
12 Township Rd,Pittsburgh,PA,15229,89900,NA,3.0,1.0,156,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/12-Township-Rd-Pittsburgh-PA-15229/11408176_zpid/
63 Montclair Ave,Pittsburgh,PA,15229,165000,NA,4.0,2.0,49,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/63-Montclair-Ave-Pittsburgh-PA-15229/11406103_zpid/
186 Grove Ave,Pittsburgh,PA,15229,155000,1880.0,3.0,1.5,58,Auction,http://www.zillow.com/homes/for_sale//homedetails/186-Grove-Ave-Pittsburgh-PA-15229/11408487_zpid/
Grove Ave,Pittsburgh,PA,15229,155000,1880.0,3.0,1.5,130,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123507647_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
191 6th Ave,Pittsburgh,PA,15229,32900,980.0,3.0,1.0,85,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/191-6th-Ave-Pittsburgh-PA-15229/11441405_zpid/
87 Beechmont Ave,Pittsburgh,PA,15229,88900,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/87-Beechmont-Ave-Pittsburgh-PA-15229/11409103_zpid/
Spruce Valley Dr,Pittsburgh,PA,15229,NA,2817.0,4.0,2.5,227,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126912572_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3 Hiland Valley 307 # 307,Pittsburgh,PA,15229,72000,NA,1.0,1.0,163,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Hiland-Valley-307-307-Pittsburgh-PA-15229/2096365005_zpid/
Montclair Ave,Pittsburgh,PA,15229,126000,1248.0,4.0,1.5,567,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123243881_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
101 1st St,West View,PA,15229,155000,NA,3.0,2.0,37,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/101-1st-St-West-View-PA-15229/11441588_zpid/
2 Woodland Ter,Pittsburgh,PA,15229,254900,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2-Woodland-Ter-Pittsburgh-PA-15229/11441650_zpid/
Country Ln,Pittsburgh,PA,15229,NA,2200.0,2.0,2.0,182,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127113277_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
204 Van Buren Cir,Pittsburgh,PA,15229,194000,1704.0,3.0,1.5,125,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/204-Van-Buren-Cir-Pittsburgh-PA-15229/11441469_zpid/
325 Cornell Ave,Pittsburgh,PA,15229,129900,NA,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/325-Cornell-Ave-Pittsburgh-PA-15229/11406593_zpid/
Cornell Ave,Pittsburgh,PA,15229,70000,2218.0,4.0,2.0,567,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/119812207_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Stanford Ave,Pittsburgh,PA,15229,NA,1756.0,2.0,2.5,256,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126882697_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Bellevue Ave,Pittsburgh,PA,15229,126000,1728.0,4.0,1.5,526,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116745644_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Lakewood Ave,Pittsburgh,PA,15229,129000,1632.0,3.0,1.0,347,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/119875157_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Oakwood Ave,Pittsburgh,PA,15229,109000,1224.0,2.0,1.0,15,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/121698878_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
132 Country Ln,Pittsburgh,PA,15229,288000,NA,4.0,3.0,74,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/132-Country-Ln-Pittsburgh-PA-15229/11441327_zpid/
150 Waverly Ave APT 7,Pittsburgh,PA,15229,85000,968.0,2.0,2.0,593,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/150-Waverly-Ave-APT-7-Pittsburgh-PA-15229/11406463_zpid/
Mount Vernon Ave,Pittsburgh,PA,15229,112000,1152.0,3.0,1.0,563,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/122617136_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Brightwood Ave,Pittsburgh,PA,15229,NA,1480.0,3.0,1.0,100,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128623581_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
103 10th Ave,Pittsburgh,PA,15229,219900,NA,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/103-10th-Ave-Pittsburgh-PA-15229/11441875_zpid/
118 Rosecrest Dr,Pittsburgh,PA,15229,163000,1344.0,3.0,1.0,585,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/118-Rosecrest-Dr-Pittsburgh-PA-15229/11408886_zpid/
Stanford Ave,Pittsburgh,PA,15229,NA,1954.0,4.0,1.0,165,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127211484_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Stanford Ave,Pittsburgh,PA,15229,127000,1711.0,4.0,1.0,593,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/117994545_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3 Hiland Valley Dr APT 307,Pittsburgh,PA,15229,72000,NA,1.0,1.0,163,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Hiland-Valley-Dr-APT-307-Pittsburgh-PA-15229/11482241_zpid/
000 William St,Ross Twp,PA,15229,18500,NA,NA,NA,173,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/000-William-St-Ross-Twp-PA-15229/2096475569_zpid/
Highland Ave,Pittsburgh,PA,15229,NA,1296.0,3.0,1.0,195,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127115844_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Jamaica Ave,Pittsburgh,PA,15229,109000,1144.0,2.0,1.0,682,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123925140_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Chalfonte Ave,Pittsburgh,PA,15229,NA,1040.0,2.0,1.5,161,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127101595_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Perry Hwy,Pittsburgh,PA,15229,122000,1558.0,3.0,1.0,164,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/121839159_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Montclair Ave,Pittsburgh,PA,15229,120000,1276.0,3.0,1.0,469,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125407236_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
46 Hiland Valley Dr,Pittsburgh,PA,15229,159900,NA,2.0,2.0,47,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/46-Hiland-Valley-Dr-Pittsburgh-PA-15229/11482226_zpid/
1 Frankfort Ave,Pittsburgh,PA,15229,169900,NA,2.0,1.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/1-Frankfort-Ave-Pittsburgh-PA-15229/2096294982_zpid/
Jamaica Ave,Pittsburgh,PA,15229,106000,1092.0,2.0,1.0,469,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125407235_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Lakewood Ave,Pittsburgh,PA,15229,268000,1140.0,2.0,1.0,291,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126704872_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
30 Lehigh Ave,Pittsburgh,PA,15229,169900,1320.0,3.0,1.0,49,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Lehigh-Ave-Pittsburgh-PA-15229/11405785_zpid/
1st Ave,Pittsburgh,PA,15229,118000,1102.0,2.0,1.0,563,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124467995_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Ridgewood Ave,Pittsburgh,PA,15229,64000,1102.0,2.0,1.0,291,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126704873_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
17 Stanford Ave,Pittsburgh,PA,15229,92000,1386.0,3.0,1.0,411,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/17-Stanford-Ave-Pittsburgh-PA-15229/11405857_zpid/
187 Clearview Ave,West View,PA,15229,164900,NA,4.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/187-Clearview-Ave-West-View-PA-15229/11408509_zpid/
98 Rosecrest Dr,Pittsburgh,PA,15229,159900,1020.0,2.0,1.0,37,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/98-Rosecrest-Dr-Pittsburgh-PA-15229/11408908_zpid/
101-103 Atlantic Ave (Aka 17 # 1ST),Pittsburgh,PA,15229,169900,NA,0,NA,173,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/101-103-Atlantic-Ave-(Aka-17-1ST)-Pittsburgh-PA-15229/2096473251_zpid/
106 Edies Way,Pittsburgh,PA,15229,144900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/106-Edies-Way-Pittsburgh-PA-15229/2098885036_zpid/
000 Princeton Ave,Ross Twp,PA,15229,10500,6534.0,NA,NA,231,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/000-Princeton-Ave-Ross-Twp-PA-15229/2097219877_zpid/
101-103 Atlantic Ave (Aka 17 # 1ST),Ross Twp,PA,15229,169900,NA,0,NA,192,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/101-103-Atlantic-Ave-(Aka-17-1ST)-Ross-Twp-PA-15229/2096704266_zpid/
133 3rd Ave,Pittsburgh,PA,15229,223500,NA,4.0,4.0,572,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/133-3rd-Ave-Pittsburgh-PA-15229/11484457_zpid/
Township Rd,Pittsburgh,PA,15229,63000,768.0,1.0,1.0,563,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/117465815_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Columbia Ave,PITTSBURGH,PA,15229,40000,10890.0,NA,NA,432,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Columbia-Ave-Pittsburgh-PA-15229/11406373_zpid/
450 Highland Ave # IAF0BW,Pittsburgh,PA,15229,348990,2225.0,4.0,3.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2098544097_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1 Gass Rd,Pittsburgh,PA,15229,249900,NA,NA,NA,181,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Gass-Rd-Pittsburgh-PA-15229/2096577206_zpid/
5006 Towers Ter,Pittsburgh,PA,15229,250000,NA,NA,NA,495,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/5006-Towers-Ter-Pittsburgh-PA-15229/2100211134_zpid/
130 5th Ave,West View,PA,15229,139900,NA,3.0,2.0,76,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-5th-Ave-West-View-PA-15229/11441398_zpid/
5413 Kentucky Ave,Pittsburgh,PA,15232,649000,NA,0,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5413-Kentucky-Ave-Pittsburgh-PA-15232/11529396_zpid/
5611 Elmer St APT 102,Pittsburgh,PA,15232,229900,1045.0,2.0,1.0,5,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5611-Elmer-St-APT-102-Pittsburgh-PA-15232/11625334_zpid/
717 S Negley Ave,Pittsburgh,PA,15232,999000,NA,0,NA,7,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/717-S-Negley-Ave-Pittsburgh-PA-15232/11625353_zpid/
18 Brownell St,Pittsburgh,PA,15232,250000,NA,5.0,2.0,28,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/18-Brownell-St-Pittsburgh-PA-15232/11525367_zpid/
5825 Fifth Ave 112 # 112,Shadyside,PA,15232,222000,NA,2.0,2.0,22,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5825-Fifth-Ave-112-112-Shadyside-PA-15232/2094758708_zpid/
5048 5th Ave APT 303,Shadyside,PA,15232,275000,NA,2.0,2.0,22,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5048-5th-Ave-APT-303-Shadyside-PA-15232/2094760930_zpid/
300 N Woodland Rd. 2a # 2A,Shadyside,PA,15232,995000,NA,3.0,3.0,15,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/300-N-Woodland-Rd-2a-2A-Shadyside-PA-15232/2098833955_zpid/
823 Maryland Ave,Pittsburgh,PA,15232,599000,NA,4.0,3.0,24,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/823-Maryland-Ave-Pittsburgh-PA-15232/11628847_zpid/
1040 Highmont Rd,Pittsburgh,PA,15232,1975000,NA,5.0,7.0,20,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1040-Highmont-Rd-Pittsburgh-PA-15232/11628986_zpid/
620 S Negley Ave,Pittsburgh,PA,15232,899000,4585.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/620-S-Negley-Ave-Pittsburgh-PA-15232/11625326_zpid/
5850 Centre Ave 406/408 # 406/408,Shadyside,PA,15232,249000,NA,2.0,2.0,163,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5850-Centre-Ave-406-408-406-408-Shadyside-PA-15232/2096363733_zpid/
543 S Aiken 3 # 3,Shadyside,PA,15232,299900,NA,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/543-S-Aiken-3-3-Shadyside-PA-15232/2095258320_zpid/
5741 Kentucky Ave,Pittsburgh,PA,15232,549000,NA,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5741-Kentucky-Ave-Pittsburgh-PA-15232/11628748_zpid/
582 S Aiken Ave,Pittsburgh,PA,15232,450000,NA,4.0,4.0,34,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/582-S-Aiken-Ave-Pittsburgh-PA-15232/11525318_zpid/
5744 Kentucky Ave APT 3,Pittsburgh,PA,15232,309900,1924.0,3.0,2.0,251,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5744-Kentucky-Ave-APT-3-Pittsburgh-PA-15232/2132400332_zpid/
822 S Negley Ave,Pittsburgh,PA,15232,NA,1200.0,2.0,1.0,103,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/822-S-Negley-Ave-Pittsburgh-PA-15232/11628625_zpid/
5237 Fifth Avenue B2 # B2,Shadyside,PA,15232,142000,NA,1.0,1.0,241,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5237-Fifth-Avenue-B2-B2-Shadyside-PA-15232/2097334640_zpid/
714 Amberson Ave,Pittsburgh,PA,15232,2600000,NA,5.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/714-Amberson-Ave-Pittsburgh-PA-15232/11529208_zpid/
912 Bellefonte St,Pittsburgh,PA,15232,729900,NA,4.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/912-Bellefonte-St-Pittsburgh-PA-15232/11529405_zpid/
5425 Fifth Avenue 207 # 207,Shadyside,PA,15232,482000,2112.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5425-Fifth-Avenue-207-207-Shadyside-PA-15232/2095511638_zpid/
840 College Ave,Pittsburgh,PA,15232,549900,3351.0,4.0,5.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/840-College-Ave-Pittsburgh-PA-15232/11628855_zpid/
5537 Kentucky Ave,Shadyside,PA,15232,565000,NA,5.0,3.0,183,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5537-Kentucky-Ave-Shadyside-PA-15232/2143980844_zpid/
5613 Howe St,Pittsburgh,PA,15232,775000,NA,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5613-Howe-St-Pittsburgh-PA-15232/11628585_zpid/
5412 Elmer St,Pittsburgh,PA,15232,374900,1400.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5412-Elmer-St-Pittsburgh-PA-15232/11528670_zpid/
5020 Castleman St,Pittsburgh,PA,15232,2399000,6615.0,7.0,6.0,36,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5020-Castleman-St-Pittsburgh-PA-15232/11529119_zpid/
5570 Centre Ave APT 503,Shadyside,PA,15232,450000,NA,2.0,2.0,48,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5570-Centre-Ave-APT-503-Shadyside-PA-15232/2133124814_zpid/
5045 5th Ave APT 201,Shadyside,PA,15232,529000,NA,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5045-5th-Ave-APT-201-Shadyside-PA-15232/11529248_zpid/
114 N Woodland Rd,Pittsburgh,PA,15232,599000,2183.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/114-N-Woodland-Rd-Pittsburgh-PA-15232/11629017_zpid/
5570 Centre Ave APT 408,Pittsburgh,PA,15232,379000,1280.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5570-Centre-Ave-APT-408-Pittsburgh-PA-15232/81843306_zpid/
5045 5th Ave APT 101,Pittsburgh,PA,15232,579000,NA,2.0,2.0,55,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5045-5th-Ave-APT-101-Pittsburgh-PA-15232/11529246_zpid/
301 S Fairmount St,Pittsburgh,PA,15232,480000,3532.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/301-S-Fairmount-St-Pittsburgh-PA-15232/11524520_zpid/
705 Filbert St,Pittsburgh,PA,15232,389000,1140.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/705-Filbert-St-Pittsburgh-PA-15232/11528782_zpid/
5126 Westminster Pl,Pittsburgh,PA,15232,950000,10890.0,NA,NA,148,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/5126-Westminster-Pl-Pittsburgh-PA-15232/11529213_zpid/
5570 Centre Ave APT 100,Pittsburgh,PA,15232,400000,NA,2.0,2.0,60,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5570-Centre-Ave-APT-100-Pittsburgh-PA-15232/87991037_zpid/
124 N Woodland Rd,Pittsburgh,PA,15232,699000,NA,3.0,3.0,385,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/124-N-Woodland-Rd-Pittsburgh-PA-15232/11629034_zpid/
610 Pitcairn Pl,Pittsburgh,PA,15232,875000,NA,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/610-Pitcairn-Pl-Pittsburgh-PA-15232/11528615_zpid/
6220 Mellon Park Ct,Pittsburgh,PA,15232,799000,NA,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6220-Mellon-Park-Ct-Pittsburgh-PA-15232/11628962_zpid/
5235 Westminster Pl,Pittsburgh,PA,15232,1300000,NA,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5235-Westminster-Pl-Pittsburgh-PA-15232/11529381_zpid/
5807 5th Ave,Pittsburgh,PA,15232,580000,1007.0,3.0,3.0,21,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/5807-5th-Ave-Pittsburgh-PA-15232/11628954_zpid/
913 W North Ave,Pittsburgh,PA,15233,345000,NA,3.0,2.0,22,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/913-W-North-Ave-Pittsburgh-PA-15233/11376492_zpid/
1426 Columbus Ave,Pittsburgh,PA,15233,219000,2632.0,2.0,2.0,16,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1426-Columbus-Ave-Pittsburgh-PA-15233/11375701_zpid/
1424 N Franklin St,Pittsburgh,PA,15233,199900,NA,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1424-N-Franklin-St-Pittsburgh-PA-15233/11375945_zpid/
1232 Juniata St,Pittsburgh,PA,15233,365000,NA,4.0,4.0,25,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1232-Juniata-St-Pittsburgh-PA-15233/121886760_zpid/
1320 Columbus Ave,Pittsburgh,PA,15233,89900,NA,3.0,1.0,66,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1320-Columbus-Ave-Pittsburgh-PA-15233/11375685_zpid/
Sheffield St,Pittsburgh,PA,15233,192000,2862.0,3.0,2.0,410,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125772140_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Sheffield St,Pittsburgh,PA,15233,194000,2024.0,4.0,2.0,692,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123735440_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W North Ave,Pittsburgh,PA,15233,NA,3486.0,3.0,1.0,291,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126704864_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1704 Sedgwick St,Pittsburgh,PA,15233,158000,NA,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1704-Sedgwick-St-Pittsburgh-PA-15233/11375768_zpid/
Sedgwick St,Pittsburgh,PA,15233,140000,1377.0,4.0,1.5,567,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124401401_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Pennsylvania Ave,Pittsburgh,PA,15233,137000,1352.0,3.0,1.5,707,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123735439_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Sheffield St,Pittsburgh,PA,15233,NA,1200.0,3.0,1.5,130,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128580485_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Franklin St,Pittsburgh,PA,15233,NA,1583.0,3.0,1.0,227,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126912353_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1223 Columbus Ave,Pittsburgh,PA,15233,249900,NA,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/1223-Columbus-Ave-Pittsburgh-PA-15233/2096101664_zpid/
Columbus Ave,Pittsburgh,PA,15233,602000,1733.0,4.0,1.0,319,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126329962_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1219 Columbus Ave,Pittsburgh,PA,15233,249900,NA,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/1219-Columbus-Ave-Pittsburgh-PA-15233/2096101665_zpid/
N Franklin St,Pittsburgh,PA,15233,64000,1816.0,3.0,1.0,347,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116744186_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Franklin St,Pittsburgh,PA,15233,84000,1240.0,2.0,1.0,409,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125772139_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1215 Columbus Ave,Pittsburgh,PA,15233,264900,NA,3.0,3.0,321,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1215-Columbus-Ave-Pittsburgh-PA-15233/2101868934_zpid/
1003 Allegheny Ave,Pittsburgh,PA,15233,329900,1980.0,3.0,3.0,39,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1003-Allegheny-Ave-Pittsburgh-PA-15233/11611759_zpid/
1010 Liverpool St,Pittsburgh,PA,15233,249900,NA,0,NA,172,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1010-Liverpool-St-Pittsburgh-PA-15233/11376096_zpid/
Pennsylvania Ave,Pittsburgh,PA,15233,60000,1228.0,2.0,1.0,435,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125442001_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
